id_season,tm,game_date,time_start,extdom,opponent,w_l,overtime,pts_tm,pts_opp,w_tot,l_tot,streak_w_l
2002,ATL,2001-11-21,7:00p,@,Boston Celtics,W,,92,85,4,8,W 1
2002,ATL,2001-11-23,7:30p,,Detroit Pistons,W,,106,99,5,8,W 2
2002,ATL,2001-11-24,9:00p,@,Milwaukee Bucks,L,,88,95,5,9,L 1
2002,ATL,2001-11-26,7:30p,@,New York Knicks,L,,83,88,5,10,L 2
2002,ATL,2001-11-28,7:30p,,New York Knicks,L,,100,105,5,11,L 3
2002,ATL,2001-11-29,7:00p,@,Cleveland Cavaliers,W,,105,96,6,11,W 1
2002,ATL,2001-12-01,2:00p,,Toronto Raptors,L,,103,104,6,12,L 1
2002,ATL,2001-12-05,7:30p,,San Antonio Spurs,L,,112,120,6,13,L 2
2002,ATL,2001-12-07,7:30p,@,Orlando Magic,L,,94,129,6,14,L 3
2002,ATL,2001-12-08,7:00p,,Orlando Magic,W,,107,104,7,14,W 1
2002,ATL,2001-12-11,8:00p,,Philadelphia 76ers,W,,89,87,8,14,W 2
2002,ATL,2001-12-15,8:30p,@,Chicago Bulls,W,,80,79,9,14,W 3
2002,ATL,2001-12-18,7:30p,,Indiana Pacers,L,,100,103,9,15,L 1
2002,ATL,2001-12-19,7:00p,@,Washington Wizards,L,,76,103,9,16,L 2
2002,ATL,2001-12-21,7:00p,@,Philadelphia 76ers,L,,83,94,9,17,L 3
2002,ATL,2001-12-22,7:00p,,Charlotte Hornets,W,,101,88,10,17,W 1
2002,ATL,2001-12-26,8:00p,@,Milwaukee Bucks,L,,97,107,10,18,L 1
2002,ATL,2001-12-27,7:30p,,Miami Heat,W,,100,96,11,18,W 1
2002,ATL,2001-12-29,8:30p,@,Dallas Mavericks,L,,97,113,11,19,L 1
2002,ATL,2002-01-04,8:00p,@,Memphis Grizzlies,W,,113,109,12,19,W 1
2002,ATL,2002-01-05,7:00p,,Minnesota Timberwolves,L,,96,112,12,20,L 1
2002,ATL,2002-01-08,7:30p,,Portland Trail Blazers,W,,101,92,13,20,W 1
2002,ATL,2002-01-09,7:00p,@,Charlotte Hornets,L,,87,111,13,21,L 1
2002,ATL,2002-01-11,7:00p,@,Toronto Raptors,L,OT,91,94,13,22,L 2
2002,ATL,2002-01-12,7:00p,,Boston Celtics,L,,91,115,13,23,L 3
2002,ATL,2002-01-15,7:30p,,Dallas Mavericks,L,,107,116,13,24,L 4
2002,ATL,2002-01-17,7:30p,,Chicago Bulls,L,,91,94,13,25,L 5
2002,ATL,2002-01-19,7:00p,,Milwaukee Bucks,L,,107,116,13,26,L 6
2002,ATL,2002-01-21,2:00p,,Houston Rockets,W,,95,91,14,26,W 1
2002,ATL,2002-01-22,7:30p,@,Orlando Magic,L,,86,100,14,27,L 1
2002,ATL,2002-01-25,7:30p,,Detroit Pistons,L,,90,107,14,28,L 2
2002,ATL,2002-01-26,8:00p,@,Minnesota Timberwolves,L,,80,103,14,29,L 3
2002,ATL,2002-01-29,7:30p,,Los Angeles Lakers,L,,93,127,14,30,L 4
2002,ATL,2002-01-30,7:30p,@,Detroit Pistons,L,,71,88,14,31,L 5
2002,ATL,2002-02-01,7:00p,@,Washington Wizards,L,,90,97,14,32,L 6
2002,ATL,2002-02-02,7:00p,,Los Angeles Clippers,W,,101,94,15,32,W 1
2002,ATL,2002-02-05,7:30p,@,Miami Heat,W,,76,73,16,32,W 2
2002,ATL,2002-02-07,7:30p,@,New York Knicks,L,,89,92,16,33,L 1
2002,ATL,2002-02-12,7:30p,,New Jersey Nets,W,,105,103,17,33,W 1
2002,ATL,2002-02-15,10:30p,@,Los Angeles Lakers,W,,93,90,18,33,W 2
2002,ATL,2002-02-17,9:00p,@,Golden State Warriors,W,,100,94,19,33,W 3
2002,ATL,2002-02-19,10:00p,@,Sacramento Kings,L,,79,99,19,34,L 1
2002,ATL,2002-02-21,10:00p,@,Portland Trail Blazers,L,,79,94,19,35,L 2
2002,ATL,2002-02-22,10:00p,@,Seattle SuperSonics,L,,96,99,19,36,L 3
2002,ATL,2002-02-24,9:00p,@,Denver Nuggets,W,,89,84,20,36,W 1
2002,ATL,2002-02-27,7:30p,,Seattle SuperSonics,L,,81,98,20,37,L 1
2002,ATL,2002-03-02,7:00p,,Cleveland Cavaliers,W,,84,81,21,37,W 1
2002,ATL,2002-03-04,7:30p,,Memphis Grizzlies,W,,95,76,22,37,W 2
2002,ATL,2002-03-05,7:00p,@,Cleveland Cavaliers,L,,96,103,22,38,L 1
2002,ATL,2002-03-09,7:00p,,Philadelphia 76ers,L,,91,112,22,39,L 2
2002,ATL,2002-03-11,7:30p,,Golden State Warriors,W,,121,96,23,39,W 1
2002,ATL,2002-03-13,7:30p,,Denver Nuggets,W,,105,102,24,39,W 2
2002,ATL,2002-03-15,7:30p,,Phoenix Suns,W,,104,89,25,39,W 3
2002,ATL,2002-03-17,2:30p,@,Indiana Pacers,L,,68,85,25,40,L 1
2002,ATL,2002-03-19,8:30p,@,Chicago Bulls,W,,102,96,26,40,W 1
2002,ATL,2002-03-21,7:30p,,New York Knicks,W,,118,89,27,40,W 2
2002,ATL,2002-03-23,7:00p,,Chicago Bulls,W,,112,96,28,40,W 3
2002,ATL,2002-03-24,6:00p,@,New Jersey Nets,L,,102,116,28,41,L 1
2002,ATL,2002-03-26,7:30p,,New Jersey Nets,W,,103,77,29,41,W 1
2002,ATL,2002-03-28,7:30p,,Toronto Raptors,L,,83,85,29,42,L 1
2002,ATL,2002-03-29,7:30p,@,Miami Heat,L,,80,92,29,43,L 2
2002,ATL,2002-03-31,2:00p,,Sacramento Kings,L,,91,92,29,44,L 3
2002,ATL,2002-04-02,7:30p,,Milwaukee Bucks,W,,100,92,30,44,W 1
2002,ATL,2002-04-04,7:30p,,Indiana Pacers,W,,95,94,31,44,W 2
2002,ATL,2002-04-06,8:00p,,Charlotte Hornets,L,,86,93,31,45,L 1
2002,ATL,2002-04-08,7:30p,@,Detroit Pistons,L,,99,105,31,46,L 2
2002,ATL,2002-04-10,7:00p,@,Charlotte Hornets,W,,101,95,32,46,W 1
2002,ATL,2002-04-12,7:00p,@,Toronto Raptors,L,,73,112,32,47,L 1
2002,ATL,2002-04-13,7:00p,,Cleveland Cavaliers,W,2OT,128,123,33,47,W 1
2002,ATL,2002-04-16,7:30p,,Orlando Magic,L,,95,102,33,48,L 1
2002,ATL,2002-04-17,7:00p,@,Boston Celtics,L,,81,89,33,49,L 2
2002,BOS,2001-10-30,7:00p,@,Cleveland Cavaliers,W,,108,89,1,0,W 1
2002,BOS,2001-10-31,7:00p,,New Jersey Nets,L,,92,95,1,1,L 1
2002,BOS,2001-11-02,7:30p,,Chicago Bulls,W,,96,82,2,1,W 1
2002,BOS,2001-11-03,8:30p,@,Milwaukee Bucks,L,,99,105,2,2,L 1
2002,BOS,2001-11-07,8:00p,,Washington Wizards,W,,104,95,3,2,W 1
2002,BOS,2001-11-09,7:30p,,Seattle SuperSonics,W,,104,94,4,2,W 2
2002,BOS,2001-11-14,7:00p,,Indiana Pacers,W,,101,93,5,2,W 3
2002,BOS,2001-11-17,7:00p,@,Atlanta Hawks,L,,103,112,5,3,L 1
2002,BOS,2001-11-21,7:00p,,Atlanta Hawks,L,,85,92,5,4,L 2
2002,BOS,2001-11-23,7:30p,,Toronto Raptors,L,,89,91,5,5,L 3
2002,BOS,2001-11-24,7:00p,@,Washington Wizards,L,OT,84,88,5,6,L 4
2002,BOS,2001-11-27,7:30p,@,Miami Heat,W,,84,83,6,6,W 1
2002,BOS,2001-11-29,7:30p,@,Orlando Magic,W,,99,89,7,6,W 2
2002,BOS,2001-12-01,1:00p,@,New Jersey Nets,W,OT,105,98,8,6,W 3
2002,BOS,2001-12-02,3:00p,@,Toronto Raptors,W,,85,69,9,6,W 4
2002,BOS,2001-12-05,7:00p,,Denver Nuggets,W,,95,80,10,6,W 5
2002,BOS,2001-12-07,7:30p,,Phoenix Suns,W,OT,109,102,11,6,W 6
2002,BOS,2001-12-08,8:30p,@,Chicago Bulls,L,,84,87,11,7,L 1
2002,BOS,2001-12-11,7:30p,@,New York Knicks,W,OT,102,93,12,7,W 1
2002,BOS,2001-12-14,7:30p,,Chicago Bulls,W,,107,101,13,7,W 2
2002,BOS,2001-12-15,7:30p,@,Charlotte Hornets,W,,106,97,14,7,W 3
2002,BOS,2001-12-17,7:00p,@,Philadelphia 76ers,L,,83,99,14,8,L 1
2002,BOS,2001-12-19,7:00p,,Cleveland Cavaliers,W,,104,98,15,8,W 1
2002,BOS,2001-12-21,7:30p,,Utah Jazz,W,,98,92,16,8,W 2
2002,BOS,2001-12-23,6:00p,,Memphis Grizzlies,W,,85,80,17,8,W 3
2002,BOS,2001-12-26,9:00p,@,Utah Jazz,L,,86,99,17,9,L 1
2002,BOS,2001-12-27,9:00p,@,Phoenix Suns,L,,82,84,17,10,L 2
2002,BOS,2001-12-29,3:30p,@,Los Angeles Clippers,W,OT,105,103,18,10,W 1
2002,BOS,2001-12-30,9:00p,@,Sacramento Kings,L,,94,109,18,11,L 1
2002,BOS,2002-01-02,7:00p,,Orlando Magic,W,,110,94,19,11,W 1
2002,BOS,2002-01-04,7:30p,,Miami Heat,L,,66,89,19,12,L 1
2002,BOS,2002-01-05,7:30p,@,New York Knicks,W,,90,81,20,12,W 1
2002,BOS,2002-01-07,7:30p,@,Orlando Magic,L,,87,98,20,13,L 1
2002,BOS,2002-01-09,7:00p,,San Antonio Spurs,L,,90,93,20,14,L 2
2002,BOS,2002-01-11,7:30p,,Detroit Pistons,W,,104,90,21,14,W 1
2002,BOS,2002-01-12,7:00p,@,Atlanta Hawks,W,,115,91,22,14,W 2
2002,BOS,2002-01-16,7:00p,,New York Knicks,W,,101,100,23,14,W 3
2002,BOS,2002-01-18,7:30p,,Houston Rockets,L,,101,104,23,15,L 1
2002,BOS,2002-01-19,7:30p,@,Detroit Pistons,L,,91,94,23,16,L 2
2002,BOS,2002-01-21,7:30p,,Toronto Raptors,W,,106,97,24,16,W 1
2002,BOS,2002-01-23,7:00p,,Indiana Pacers,W,,98,94,25,16,W 2
2002,BOS,2002-01-25,7:30p,,Philadelphia 76ers,L,,90,106,25,17,L 1
2002,BOS,2002-01-26,8:00p,@,Cleveland Cavaliers,W,,108,101,26,17,W 1
2002,BOS,2002-01-29,8:00p,@,Milwaukee Bucks,L,,90,109,26,18,L 1
2002,BOS,2002-01-31,8:00p,@,Toronto Raptors,L,,92,97,26,19,L 2
2002,BOS,2002-02-01,7:30p,,Minnesota Timberwolves,L,OT,95,98,26,20,L 3
2002,BOS,2002-02-03,3:00p,,Los Angeles Clippers,W,,104,91,27,20,W 1
2002,BOS,2002-02-05,7:00p,@,Charlotte Hornets,W,,82,79,28,20,W 2
2002,BOS,2002-02-06,7:00p,,Sacramento Kings,L,,85,102,28,21,L 1
2002,BOS,2002-02-12,9:00p,@,Denver Nuggets,W,,110,93,29,21,W 1
2002,BOS,2002-02-13,10:30p,@,Golden State Warriors,L,,75,92,29,22,L 1
2002,BOS,2002-02-15,10:00p,@,Portland Trail Blazers,W,,107,104,30,22,W 1
2002,BOS,2002-02-16,10:00p,@,Seattle SuperSonics,L,,79,99,30,23,L 1
2002,BOS,2002-02-19,10:30p,@,Los Angeles Lakers,W,,109,108,31,23,W 1
2002,BOS,2002-02-21,8:30p,@,Dallas Mavericks,L,,92,98,31,24,L 1
2002,BOS,2002-02-23,8:30p,@,Houston Rockets,L,,89,99,31,25,L 2
2002,BOS,2002-02-27,7:00p,,Milwaukee Bucks,L,,92,95,31,26,L 3
2002,BOS,2002-03-01,7:30p,,Charlotte Hornets,L,,87,100,31,27,L 4
2002,BOS,2002-03-04,7:00p,@,Philadelphia 76ers,W,,100,94,32,27,W 1
2002,BOS,2002-03-06,7:00p,,Orlando Magic,W,,130,110,33,27,W 2
2002,BOS,2002-03-08,7:30p,,Detroit Pistons,W,,117,92,34,27,W 3
2002,BOS,2002-03-10,3:00p,,Washington Wizards,W,,98,91,35,27,W 4
2002,BOS,2002-03-11,7:00p,@,Washington Wizards,W,,104,99,36,27,W 5
2002,BOS,2002-03-13,7:00p,,New Jersey Nets,W,,97,89,37,27,W 6
2002,BOS,2002-03-15,8:00p,@,Memphis Grizzlies,W,,103,97,38,27,W 7
2002,BOS,2002-03-16,8:30p,@,San Antonio Spurs,L,,104,111,38,28,L 1
2002,BOS,2002-03-18,7:00p,,Portland Trail Blazers,L,,91,100,38,29,L 2
2002,BOS,2002-03-20,7:00p,,Cleveland Cavaliers,W,,96,70,39,29,W 1
2002,BOS,2002-03-22,7:30p,,Philadelphia 76ers,L,,91,96,39,30,L 1
2002,BOS,2002-03-24,12:00p,@,Detroit Pistons,L,,101,109,39,31,L 2
2002,BOS,2002-03-25,7:30p,@,Miami Heat,W,,87,82,40,31,W 1
2002,BOS,2002-03-27,7:00p,,Golden State Warriors,W,,102,99,41,31,W 2
2002,BOS,2002-03-29,7:30p,,Dallas Mavericks,L,,82,108,41,32,L 1
2002,BOS,2002-03-31,12:30p,,Milwaukee Bucks,W,,110,80,42,32,W 1
2002,BOS,2002-04-02,7:00p,@,Indiana Pacers,W,,105,94,43,32,W 2
2002,BOS,2002-04-05,7:30p,,Los Angeles Lakers,W,,99,81,44,32,W 3
2002,BOS,2002-04-07,8:00p,@,New Jersey Nets,W,,102,90,45,32,W 4
2002,BOS,2002-04-08,8:30p,@,Chicago Bulls,L,,100,105,45,33,L 1
2002,BOS,2002-04-10,8:00p,,Miami Heat,W,,70,65,46,33,W 1
2002,BOS,2002-04-12,7:30p,,New York Knicks,W,,107,92,47,33,W 2
2002,BOS,2002-04-15,8:00p,@,Minnesota Timberwolves,W,,93,90,48,33,W 3
2002,BOS,2002-04-17,7:00p,,Atlanta Hawks,W,,89,81,49,33,W 4
2002,BOS,2002-04-21,12:30p,,Philadelphia 76ers,W,,92,82,1,0,W 1
2002,BOS,2002-04-25,8:00p,,Philadelphia 76ers,W,,93,85,2,0,W 2
2002,BOS,2002-04-28,12:30p,@,Philadelphia 76ers,L,,103,108,2,1,L 1
2002,BOS,2002-05-01,8:00p,@,Philadelphia 76ers,L,,81,83,2,2,L 2
2002,BOS,2002-05-03,7:00p,,Philadelphia 76ers,W,,120,87,3,2,W 1
2002,BOS,2002-05-05,3:00p,@,Detroit Pistons,L,,84,96,3,3,L 1
2002,BOS,2002-05-08,8:00p,@,Detroit Pistons,W,,85,77,4,3,W 1
2002,BOS,2002-05-10,7:00p,,Detroit Pistons,W,,66,64,5,3,W 2
2002,BOS,2002-05-12,3:00p,,Detroit Pistons,W,,90,79,6,3,W 3
2002,BOS,2002-05-14,8:00p,@,Detroit Pistons,W,,90,81,7,3,W 4
2002,BOS,2002-05-19,5:30p,@,New Jersey Nets,L,,97,104,7,4,L 1
2002,BOS,2002-05-21,8:30p,@,New Jersey Nets,W,,93,86,8,4,W 1
2002,BOS,2002-05-25,5:30p,,New Jersey Nets,W,,94,90,9,4,W 2
2002,BOS,2002-05-27,5:30p,,New Jersey Nets,L,,92,94,9,5,L 1
2002,BOS,2002-05-29,9:00p,@,New Jersey Nets,L,,92,103,9,6,L 2
2002,BOS,2002-05-31,7:00p,,New Jersey Nets,L,,88,96,9,7,L 3
2002,CHH,2001-10-31,7:00p,,Cleveland Cavaliers,W,,100,94,1,0,W 1
2002,CHH,2001-11-02,7:30p,,New York Knicks,W,,97,93,2,0,W 2
2002,CHH,2001-11-03,8:00p,@,New Jersey Nets,L,,85,95,2,1,L 1
2002,CHH,2001-11-06,8:30p,@,Dallas Mavericks,L,,92,110,2,2,L 2
2002,CHH,2001-11-08,7:00p,,San Antonio Spurs,L,,95,105,2,3,L 3
2002,CHH,2001-11-10,8:30p,@,Chicago Bulls,W,,89,85,3,3,W 1
2002,CHH,2001-11-14,7:00p,@,Philadelphia 76ers,L,,86,100,3,4,L 1
2002,CHH,2001-11-16,7:30p,@,Miami Heat,W,,96,87,4,4,W 1
2002,CHH,2001-11-17,7:30p,,Portland Trail Blazers,L,,87,97,4,5,L 1
2002,CHH,2001-11-20,8:00p,@,Washington Wizards,W,,95,88,5,5,W 1
2002,CHH,2001-11-21,7:00p,,Dallas Mavericks,L,,78,89,5,6,L 1
2002,CHH,2001-11-23,7:30p,,Orlando Magic,L,,99,109,5,7,L 2
2002,CHH,2001-11-24,7:30p,@,Orlando Magic,W,,103,101,6,7,W 1
2002,CHH,2001-11-28,7:30p,@,Detroit Pistons,W,,104,96,7,7,W 2
2002,CHH,2001-11-30,7:30p,,Detroit Pistons,L,,105,110,7,8,L 1
2002,CHH,2001-12-01,7:30p,@,Cleveland Cavaliers,L,,81,93,7,9,L 2
2002,CHH,2001-12-04,9:00p,@,Utah Jazz,L,,100,104,7,10,L 3
2002,CHH,2001-12-06,10:00p,@,Portland Trail Blazers,W,,95,89,8,10,W 1
2002,CHH,2001-12-07,10:30p,@,Golden State Warriors,W,,106,89,9,10,W 2
2002,CHH,2001-12-09,9:00p,@,Los Angeles Clippers,L,,78,89,9,11,L 1
2002,CHH,2001-12-11,9:00p,@,Denver Nuggets,W,,99,96,10,11,W 1
2002,CHH,2001-12-13,7:00p,,Toronto Raptors,W,,104,90,11,11,W 2
2002,CHH,2001-12-15,7:30p,,Boston Celtics,L,,97,106,11,12,L 1
2002,CHH,2001-12-18,7:00p,,New York Knicks,L,,95,100,11,13,L 2
2002,CHH,2001-12-19,7:00p,@,Philadelphia 76ers,W,,94,85,12,13,W 1
2002,CHH,2001-12-21,8:00p,@,Minnesota Timberwolves,L,,89,94,12,14,L 1
2002,CHH,2001-12-22,7:00p,@,Atlanta Hawks,L,,88,101,12,15,L 2
2002,CHH,2001-12-26,8:00p,,Washington Wizards,W,,99,93,13,15,W 1
2002,CHH,2001-12-28,7:30p,,Milwaukee Bucks,L,,89,105,13,16,L 1
2002,CHH,2001-12-29,7:00p,@,Washington Wizards,L,,90,107,13,17,L 2
2002,CHH,2002-01-03,7:00p,,Golden State Warriors,W,,114,102,14,17,W 1
2002,CHH,2002-01-05,7:30p,,New Jersey Nets,L,,80,89,14,18,L 1
2002,CHH,2002-01-07,7:00p,,Denver Nuggets,W,,94,80,15,18,W 1
2002,CHH,2002-01-09,7:00p,,Atlanta Hawks,W,,111,87,16,18,W 2
2002,CHH,2002-01-11,7:30p,,Los Angeles Clippers,W,OT,92,91,17,18,W 3
2002,CHH,2002-01-12,7:30p,@,Detroit Pistons,L,,76,104,17,19,L 1
2002,CHH,2002-01-15,8:30p,@,Chicago Bulls,W,,94,86,18,19,W 1
2002,CHH,2002-01-17,7:00p,,Philadelphia 76ers,L,,88,93,18,20,L 1
2002,CHH,2002-01-19,7:30p,,Toronto Raptors,L,,89,91,18,21,L 2
2002,CHH,2002-01-21,1:00p,@,New York Knicks,W,,111,68,19,21,W 1
2002,CHH,2002-01-23,7:00p,,Seattle SuperSonics,W,,111,101,20,21,W 2
2002,CHH,2002-01-25,7:00p,@,Indiana Pacers,L,,81,90,20,22,L 1
2002,CHH,2002-01-26,8:00p,,Houston Rockets,L,OT,104,111,20,23,L 2
2002,CHH,2002-01-29,8:30p,@,San Antonio Spurs,W,,78,73,21,23,W 1
2002,CHH,2002-02-01,8:30p,@,Houston Rockets,W,,73,72,22,23,W 2
2002,CHH,2002-02-03,3:00p,@,Memphis Grizzlies,W,,97,79,23,23,W 3
2002,CHH,2002-02-05,7:00p,,Boston Celtics,L,,79,82,23,24,L 1
2002,CHH,2002-02-07,7:00p,,Philadelphia 76ers,L,,93,100,23,25,L 2
2002,CHH,2002-02-13,7:00p,,Chicago Bulls,W,,113,91,24,25,W 1
2002,CHH,2002-02-15,7:30p,,Indiana Pacers,W,,116,106,25,25,W 2
2002,CHH,2002-02-17,2:00p,,Memphis Grizzlies,L,,78,92,25,26,L 1
2002,CHH,2002-02-18,8:00p,@,Milwaukee Bucks,W,,101,92,26,26,W 1
2002,CHH,2002-02-20,8:00p,@,Toronto Raptors,W,,78,77,27,26,W 2
2002,CHH,2002-02-22,7:30p,,Los Angeles Lakers,L,,94,96,27,27,L 1
2002,CHH,2002-02-24,3:00p,@,New Jersey Nets,L,,93,95,27,28,L 2
2002,CHH,2002-02-25,7:00p,,Minnesota Timberwolves,L,,92,97,27,29,L 3
2002,CHH,2002-02-27,7:00p,,New Jersey Nets,W,,104,85,28,29,W 1
2002,CHH,2002-03-01,7:30p,@,Boston Celtics,W,,100,87,29,29,W 2
2002,CHH,2002-03-03,3:00p,,Detroit Pistons,L,,81,83,29,30,L 1
2002,CHH,2002-03-07,10:00p,@,Seattle SuperSonics,L,OT,89,92,29,31,L 2
2002,CHH,2002-03-08,10:00p,@,Sacramento Kings,L,,87,99,29,32,L 3
2002,CHH,2002-03-10,9:00p,@,Phoenix Suns,W,,88,82,30,32,W 1
2002,CHH,2002-03-12,10:30p,@,Los Angeles Lakers,L,,66,107,30,33,L 1
2002,CHH,2002-03-14,7:00p,,Utah Jazz,W,,100,82,31,33,W 1
2002,CHH,2002-03-16,7:30p,,Phoenix Suns,W,,87,76,32,33,W 2
2002,CHH,2002-03-18,7:00p,,Milwaukee Bucks,W,,113,110,33,33,W 3
2002,CHH,2002-03-20,7:00p,,Indiana Pacers,W,,94,88,34,33,W 4
2002,CHH,2002-03-22,7:30p,@,Orlando Magic,W,,106,92,35,33,W 5
2002,CHH,2002-03-24,2:30p,@,Indiana Pacers,W,,99,84,36,33,W 6
2002,CHH,2002-03-27,7:00p,,Orlando Magic,W,,111,104,37,33,W 7
2002,CHH,2002-03-29,7:30p,,Sacramento Kings,L,,87,92,37,34,L 1
2002,CHH,2002-03-30,7:30p,@,Cleveland Cavaliers,W,,93,85,38,34,W 1
2002,CHH,2002-04-02,8:00p,@,New York Knicks,L,,85,91,38,35,L 1
2002,CHH,2002-04-03,7:00p,,Miami Heat,W,,97,90,39,35,W 1
2002,CHH,2002-04-05,7:30p,,Washington Wizards,W,,97,91,40,35,W 2
2002,CHH,2002-04-06,8:00p,@,Atlanta Hawks,W,,93,86,41,35,W 3
2002,CHH,2002-04-09,7:00p,@,Toronto Raptors,L,,80,84,41,36,L 1
2002,CHH,2002-04-10,7:00p,,Atlanta Hawks,L,,95,101,41,37,L 2
2002,CHH,2002-04-12,7:30p,,Cleveland Cavaliers,W,,112,100,42,37,W 1
2002,CHH,2002-04-14,3:00p,@,Milwaukee Bucks,L,,91,98,42,38,L 1
2002,CHH,2002-04-16,7:30p,@,Miami Heat,W,,88,81,43,38,W 1
2002,CHH,2002-04-17,7:00p,,Chicago Bulls,W,,112,106,44,38,W 2
2002,CHH,2002-04-20,8:30p,,Orlando Magic,W,,80,79,1,0,W 1
2002,CHH,2002-04-23,8:00p,,Orlando Magic,L,OT,103,111,1,1,L 1
2002,CHH,2002-04-27,12:30p,@,Orlando Magic,W,OT,110,100,2,1,W 1
2002,CHH,2002-04-30,7:00p,@,Orlando Magic,W,,102,85,3,1,W 2
2002,CHH,2002-05-05,12:30p,@,New Jersey Nets,L,,93,99,3,2,L 1
2002,CHH,2002-05-07,8:00p,@,New Jersey Nets,L,,88,102,3,3,L 2
2002,CHH,2002-05-09,7:00p,,New Jersey Nets,W,,115,97,4,3,W 1
2002,CHH,2002-05-12,12:30p,,New Jersey Nets,L,,79,89,4,4,L 1
2002,CHH,2002-05-15,8:00p,@,New Jersey Nets,L,,95,103,4,5,L 2
2002,CHI,2001-10-31,8:30p,,Indiana Pacers,L,,73,98,0,1,L 1
2002,CHI,2001-11-02,7:30p,@,Boston Celtics,L,,82,96,0,2,L 2
2002,CHI,2001-11-03,8:30p,,New York Knicks,W,,84,79,1,2,W 1
2002,CHI,2001-11-07,8:30p,,Detroit Pistons,L,,73,97,1,3,L 1
2002,CHI,2001-11-08,8:00p,@,Minnesota Timberwolves,L,,74,127,1,4,L 2
2002,CHI,2001-11-10,8:30p,,Charlotte Hornets,L,,85,89,1,5,L 3
2002,CHI,2001-11-13,9:00p,@,Denver Nuggets,L,,93,101,1,6,L 4
2002,CHI,2001-11-14,10:30p,@,Los Angeles Clippers,L,,102,106,1,7,L 5
2002,CHI,2001-11-16,10:00p,@,Sacramento Kings,L,,71,105,1,8,L 6
2002,CHI,2001-11-17,10:30p,@,Golden State Warriors,L,,88,93,1,9,L 7
2002,CHI,2001-11-21,8:00p,@,Milwaukee Bucks,L,,92,96,1,10,L 8
2002,CHI,2001-11-24,1:00p,@,New York Knicks,L,,71,78,1,11,L 9
2002,CHI,2001-11-27,7:30p,@,New Jersey Nets,L,,68,100,1,12,L 10
2002,CHI,2001-11-29,8:30p,,Miami Heat,W,,78,72,2,12,W 1
2002,CHI,2001-12-01,8:30p,,Philadelphia 76ers,L,,76,93,2,13,L 1
2002,CHI,2001-12-04,8:30p,,Houston Rockets,W,,103,75,3,13,W 1
2002,CHI,2001-12-05,7:30p,@,Orlando Magic,L,,74,102,3,14,L 1
2002,CHI,2001-12-07,7:00p,@,Indiana Pacers,L,,83,98,3,15,L 2
2002,CHI,2001-12-08,8:30p,,Boston Celtics,W,,87,84,4,15,W 1
2002,CHI,2001-12-11,8:30p,,New Jersey Nets,L,,93,107,4,16,L 1
2002,CHI,2001-12-14,7:30p,@,Boston Celtics,L,,101,107,4,17,L 2
2002,CHI,2001-12-15,8:30p,,Atlanta Hawks,L,,79,80,4,18,L 3
2002,CHI,2001-12-18,7:00p,@,Cleveland Cavaliers,L,,84,102,4,19,L 4
2002,CHI,2001-12-20,7:00p,@,Toronto Raptors,L,,91,96,4,20,L 5
2002,CHI,2001-12-22,8:30p,,Minnesota Timberwolves,L,,74,95,4,21,L 6
2002,CHI,2001-12-26,8:00p,@,Memphis Grizzlies,L,,85,107,4,22,L 7
2002,CHI,2001-12-27,8:30p,@,Dallas Mavericks,L,,74,89,4,23,L 8
2002,CHI,2001-12-29,8:30p,,Cleveland Cavaliers,W,,103,80,5,23,W 1
2002,CHI,2001-12-31,3:30p,,Milwaukee Bucks,W,,90,83,6,23,W 2
2002,CHI,2002-01-02,8:30p,,Dallas Mavericks,L,,97,107,6,24,L 1
2002,CHI,2002-01-04,7:00p,@,Washington Wizards,L,,83,89,6,25,L 2
2002,CHI,2002-01-05,8:30p,,Utah Jazz,L,OT,111,113,6,26,L 3
2002,CHI,2002-01-07,8:30p,,Seattle SuperSonics,L,,88,100,6,27,L 4
2002,CHI,2002-01-09,8:30p,,Toronto Raptors,L,,73,85,6,28,L 5
2002,CHI,2002-01-11,7:00p,@,Indiana Pacers,L,,90,97,6,29,L 6
2002,CHI,2002-01-12,8:30p,,Los Angeles Lakers,W,OT,106,104,7,29,W 1
2002,CHI,2002-01-15,8:30p,,Charlotte Hornets,L,,86,94,7,30,L 1
2002,CHI,2002-01-17,7:30p,@,Atlanta Hawks,W,,94,91,8,30,W 1
2002,CHI,2002-01-19,1:00p,,Washington Wizards,L,,69,77,8,31,L 1
2002,CHI,2002-01-21,3:30p,,Indiana Pacers,L,,81,93,8,32,L 2
2002,CHI,2002-01-22,7:30p,@,Miami Heat,L,,79,92,8,33,L 3
2002,CHI,2002-01-26,8:30p,,Memphis Grizzlies,W,,95,92,9,33,W 1
2002,CHI,2002-01-29,9:00p,@,Phoenix Suns,L,,90,91,9,34,L 1
2002,CHI,2002-01-30,9:00p,@,Utah Jazz,L,,78,90,9,35,L 2
2002,CHI,2002-02-02,8:00p,@,Seattle SuperSonics,W,,97,91,10,35,W 1
2002,CHI,2002-02-03,10:00p,@,Portland Trail Blazers,L,,96,101,10,36,L 1
2002,CHI,2002-02-06,10:30p,@,Los Angeles Lakers,W,,97,89,11,36,W 1
2002,CHI,2002-02-12,8:30p,,Milwaukee Bucks,W,,96,92,12,36,W 2
2002,CHI,2002-02-13,7:00p,@,Charlotte Hornets,L,,91,113,12,37,L 1
